Date	Time	System Setting	System Mode	Calendar Event	Program Mode	Cool Set Temp (C)	Heat Set Temp (C)	Current Temp (C)	Current Humidity (%RH)	Outdoor Temp (C)	Wind Speed (km/h)	Cool Stage 1 (sec)	Cool Stage 2 (sec)	Heat Stage 1 (sec)	Heat Stage 2 (sec)	Aux Heat 1 (sec)	Aux Heat 2 (sec)	Fan (sec)	DM Offset	Thermostat Temperature (C)	Thermostat Humidity (%RH)	Thermostat Motion	Living Room (C)	Living Room Motion	Bedroom (C)	Bedroom Motion	Downstairs (C)	Downstairs Motion
2016-02-09	"12:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	61	11.8	1	0	0	0	0	0	0	105		21.1	61	0	20.3	0	20.3	0	20.3	0
2016-02-09	"12:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	62	11.8	1	0	0	0	0	0	0	300		21.1	62	0	20.3	0	20.3	0	20.3	0
2016-02-09	"12:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	61	11.8	1	0	0	0	0	0	0	270		21.1	61	0	20.3	0	20.3	0	20.3	0
2016-02-09	"12:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	60	11.8	1	0	0	0	0	0	0	105		21.1	60	0	20.3	0	20.3	0	20.3	0
2016-02-09	"12:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	61	11.8	1	0	0	0	0	0	0	300		21.1	61	0	20.3	0	20.4	0	20.3	0
2016-02-09	"12:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	59	11.8	1	0	0	0	0	0	0	270		21.2	59	1	20.4	0	20.4	0	20.3	0
2016-02-09	"13:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	60	11.8	1	0	0	0	0	0	0	105		21.2	60	0	20.5	0	20.6	0	20.3	0
2016-02-09	"13:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	59	11.8	1	0	0	0	0	0	0	300		21.2	59	1	20.6	0	20.6	0	20.3	0
2016-02-09	"13:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	59	11.8	1	0	0	0	0	0	0	270		21.2	59	0	20.6	0	20.6	0	20.3	0
2016-02-09	"13:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	59	11.8	1	0	0	0	0	0	0	105		21.2	59	0	20.6	0	20.6	0	20.3	0
2016-02-09	"13:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.5	60	11.8	1	0	0	0	0	0	0	300		21.2	60	0	20.6	0	20.7	0	20.3	0
2016-02-09	"13:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.5	59	11.8	1	0	0	0	0	0	0	270		21.2	59	0	20.6	0	20.7	0	20.3	0
2016-02-09	"13:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.5	59	13.2	0	0	0	0	0	0	0	105		21.3	59	0	20.6	0	20.7	0	20.3	0
2016-02-09	"13:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	13.2	0	0	0	0	0	0	0	300		21.3	59	0	20.7	0	20.8	0	20.3	0
2016-02-09	"13:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.5	59	13.2	0	0	0	0	0	0	0	270		21.3	59	1	20.7	0	20.8	0	20.2	0
2016-02-09	"13:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	13.2	0	0	0	0	0	0	0	105		21.3	59	0	20.8	0	20.8	0	20.2	0
2016-02-09	"13:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	13.2	0	0	0	0	0	0	0	300		21.4	59	1	20.8	0	20.8	0	20.2	0
2016-02-09	"13:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	13.2	0	0	0	0	0	0	0	270		21.3	59	0	20.8	0	20.9	0	20.3	0
2016-02-09	"14:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	13.2	0	0	0	0	0	0	0	105		21.3	59	0	20.8	0	20.9	0	20.3	0
2016-02-09	"14:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	13.2	0	0	0	0	0	0	0	300		21.3	59	0	20.8	0	20.9	0	20.3	0
2016-02-09	"14:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	13.2	0	0	0	0	0	0	0	270		21.3	59	0	20.8	0	21	0	20.3	0
2016-02-09	"14:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	58	13.2	0	0	0	0	0	0	0	105		21.4	58	0	20.8	0	21.1	0	20.2	0
2016-02-09	"14:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	58	13.2	0	0	0	0	0	0	0	300		21.4	58	0	20.8	0	21.1	0	20.2	0
2016-02-09	"14:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	13.2	0	0	0	0	0	0	0	270		21.5	59	0	20.8	0	21.2	0	20.3	0
2016-02-09	"14:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	59	13.6	1	0	0	0	0	0	0	105		21.5	59	1	20.8	0	21.2	0	20.3	0
2016-02-09	"14:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	59	13.6	1	0	0	0	0	0	0	300		21.5	59	0	20.9	0	21.3	0	20.3	0
2016-02-09	"14:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	13.6	1	0	0	0	0	0	0	270		21.6	58	0	20.9	0	21.3	0	20.3	0
2016-02-09	"14:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	13.6	1	0	0	0	0	0	0	105		21.6	58	0	20.9	0	21.3	0	20.3	0
2016-02-09	"14:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	59	13.6	1	0	0	0	0	0	0	300		21.6	59	0	20.9	0	21.3	0	20.3	0
2016-02-09	"14:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	59	13.6	1	0	0	0	0	0	0	270		21.6	59	0	20.9	0	21.4	0	20.3	0
2016-02-09	"15:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	59	13.6	1	0	0	0	0	0	0	105		21.6	59	1	21.1	0	21.4	0	20.3	0
2016-02-09	"15:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	59	13.6	1	0	0	0	0	0	0	300		21.6	59	1	21.1	0	21.4	0	20.3	0
2016-02-09	"15:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	59	13.6	1	0	0	0	0	0	0	270		21.7	59	0	21.1	0	21.4	0	20.3	0
2016-02-09	"15:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	59	13.6	1	0	0	0	0	0	0	105		21.6	59	0	21.1	0	21.4	0	20.3	0
2016-02-09	"15:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.6	1	0	0	0	0	0	0	300		21.6	58	0	21.1	0	21.4	0	20.3	0
2016-02-09	"15:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.6	1	0	0	0	0	0	0	270		21.6	58	0	21.1	0	21.4	0	20.3	0
2016-02-09	"15:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.6	1	0	0	0	0	0	0	105		21.6	58	0	21.1	0	21.4	0	20.3	0
2016-02-09	"15:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.6	1	0	0	0	0	0	0	300		21.7	58	0	21.1	0	21.4	0	20.3	0
2016-02-09	"15:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.6	1	0	0	0	0	0	0	270		21.7	58	1	21.1	0	21.4	0	20.3	0
2016-02-09	"15:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.6	1	0	0	0	0	0	0	105		21.6	58	0	21.1	0	21.4	0	20.3	0
2016-02-09	"15:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.6	1	0	0	0	0	0	0	300		21.6	58	0	21.1	0	21.6	0	20.3	0
2016-02-09	"15:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.6	1	0	0	0	0	0	0	270		21.6	58	0	21	0	21.6	0	20.3	0
2016-02-09	"16:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.1	0	0	0	0	0	0	0	105		21.6	58	0	20.9	0	21.6	0	20.3	0
2016-02-09	"16:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.1	0	0	0	0	0	0	0	300		21.6	58	0	20.9	0	21.6	0	20.3	0
2016-02-09	"16:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.1	0	0	0	0	0	0	0	270		21.6	58	0	20.9	0	21.6	0	20.3	0
2016-02-09	"16:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.1	0	0	0	0	0	0	0	105		21.6	58	0	20.9	0	21.5	0	20.3	0
2016-02-09	"16:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.1	0	0	0	0	0	0	0	300		21.6	58	0	20.9	0	21.4	0	20.3	0
2016-02-09	"16:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	13.1	0	0	0	0	0	0	0	270		21.5	58	0	20.9	0	21.5	0	20.3	0
2016-02-09	"16:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	12.7	0	0	0	0	0	0	0	105		21.5	58	0	20.9	0	21.4	0	20.3	0
2016-02-09	"16:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	12.7	0	0	0	0	0	0	0	300		21.4	58	0	20.9	0	21.4	0	20.3	0
2016-02-09	"16:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	12.7	0	0	0	0	0	0	0	270		21.4	58	0	20.9	0	21.4	0	20.3	0
2016-02-09	"16:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	12.7	0	0	0	0	0	0	0	105		21.4	58	1	20.9	0	21.4	0	20.3	0
2016-02-09	"16:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	12.7	0	0	0	0	0	0	0	300		21.3	58	1	20.8	0	21.4	0	20.3	0
2016-02-09	"16:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	57	12.7	0	0	0	0	0	0	0	270		21.3	57	0	20.8	0	21.4	0	20.3	0
2016-02-09	"17:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	57	11.1	0	0	0	0	0	0	0	105		21.4	57	1	20.8	0	21.4	0	20.3	0
2016-02-09	"17:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	57	11.1	0	0	0	0	0	0	0	300		21.3	57	1	20.9	0	21.4	0	20.3	0
2016-02-09	"17:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	11.1	0	0	0	0	0	0	0	270		21.4	58	0	20.9	0	21.4	0	20.3	0
2016-02-09	"17:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.9	58	11.1	0	0	0	0	0	0	0	105		21.3	58	1	20.9	0	21.4	0	20.3	0
2016-02-09	"17:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	59	11.1	0	0	0	0	0	0	0	300		21.3	59	1	20.8	0	21.4	0	20.3	0
2016-02-09	"17:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	59	11.1	0	0	0	0	0	0	0	270		21.4	59	1	20.8	0	21.4	0	20.3	0
2016-02-09	"17:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	59	10.9	1	0	0	0	0	0	0	105		21.4	59	1	20.8	0	21.4	0	20.3	0
2016-02-09	"17:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	59	10.9	1	0	0	0	0	0	0	300		21.3	59	0	20.8	0	21.4	0	20.3	0
2016-02-09	"17:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	10.9	1	0	0	0	0	0	0	270		21.3	58	0	20.8	0	21.4	0	20.3	0
2016-02-09	"17:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	10.9	1	0	0	0	0	0	0	105		21.3	58	0	20.8	0	21.4	0	20.3	0
2016-02-09	"17:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	10.9	1	0	0	0	0	0	0	300		21.3	58	0	20.8	0	21.4	0	20.3	0
2016-02-09	"17:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	10.9	1	0	0	0	0	0	0	270		21.3	58	0	20.8	0	21.4	0	20.3	0
2016-02-09	"18:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	9.3	1	0	0	0	0	0	0	105		21.3	58	0	20.8	0	21.3	0	20.3	0
2016-02-09	"18:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	9.3	1	0	0	0	0	0	0	300		21.3	58	0	20.8	0	21.3	0	20.3	0
2016-02-09	"18:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	9.3	1	0	0	0	0	0	0	270		21.3	58	0	20.8	0	21.3	0	20.3	0
2016-02-09	"18:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	9.3	1	0	0	0	0	0	0	105		21.3	58	0	20.8	0	21.3	0	20.3	0
2016-02-09	"18:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.8	58	9.3	1	0	0	0	0	0	0	300		21.3	58	0	20.8	0	21.3	0	20.3	0
2016-02-09	"18:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	9.3	1	0	0	0	0	0	0	270		21.3	59	0	20.7	0	21.3	0	20.3	0
2016-02-09	"18:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	9.2	0	0	0	0	0	0	0	105		21.2	59	0	20.7	0	21.2	0	20.3	0
2016-02-09	"18:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	9.2	0	0	0	0	0	0	0	300		21.2	59	0	20.7	0	21.2	0	20.3	0
2016-02-09	"18:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	9.2	0	0	0	0	0	0	0	270		21.2	59	0	20.7	0	21.2	0	20.3	0
2016-02-09	"18:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	9.2	0	0	0	0	0	0	0	105		21.2	59	0	20.7	0	21.2	0	20.3	0
2016-02-09	"18:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	9.2	0	0	0	0	0	0	0	300		21.2	59	0	20.7	0	21.2	0	20.3	0
2016-02-09	"18:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.7	59	9.2	0	0	0	0	0	0	0	270		21.2	59	0	20.6	0	21.2	0	20.3	0
2016-02-09	"19:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	9.2	0	0	0	0	0	0	0	105		21.2	59	0	20.6	0	21.1	0	20.3	0
2016-02-09	"19:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	9.2	0	0	0	0	0	0	0	300		21.1	59	0	20.6	0	21.1	0	20.3	0
2016-02-09	"19:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	9.2	0	0	0	0	0	0	0	270		21.1	59	0	20.6	0	21.1	0	20.3	0
2016-02-09	"19:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	9.2	0	0	0	0	0	0	0	105		21.1	59	0	20.6	0	20.9	0	20.3	0
2016-02-09	"19:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	9.2	0	0	0	0	0	0	0	300		21.1	59	0	20.6	0	20.9	0	20.3	0
2016-02-09	"19:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	9.2	0	0	0	0	0	0	0	270		21.1	59	0	20.6	0	20.9	0	20.2	0
2016-02-09	"19:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	8.6	1	0	0	0	0	0	0	105		21.1	59	0	20.6	0	20.9	0	20.2	0
2016-02-09	"19:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.6	59	8.6	1	0	0	0	0	0	0	300		21.1	59	0	20.5	0	20.9	0	20.3	0
2016-02-09	"19:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.5	59	8.6	1	0	0	0	0	0	0	270		21.1	59	0	20.4	0	20.9	0	20.2	0
2016-02-09	"19:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.5	59	8.6	1	0	0	0	0	0	0	105		21	59	0	20.4	0	20.9	0	20.2	0
2016-02-09	"19:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	59	8.6	1	0	0	0	0	0	0	300		21	59	0	20.4	0	20.8	0	20.2	0
2016-02-09	"19:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	59	8.6	1	0	0	0	0	0	0	270		21	59	0	20.4	0	20.8	0	20.2	0
2016-02-09	"20:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	59	8.6	1	0	0	0	0	0	0	105		21	59	0	20.3	0	20.8	0	20.2	0
2016-02-09	"20:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	59	8.6	1	0	0	0	0	0	0	300		20.9	59	0	20.3	0	20.8	0	20.2	0
2016-02-09	"20:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	59	8.6	1	0	0	0	0	0	0	270		21	59	0	20.3	0	20.8	0	20.2	0
2016-02-09	"20:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	58	8.6	1	0	0	0	0	0	0	105		20.9	58	0	20.3	0	20.8	0	20.2	0
2016-02-09	"20:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	58	8.6	1	0	0	0	0	0	0	300		20.9	58	0	20.3	0	20.8	0	20.2	0
2016-02-09	"20:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.4	59	8.6	1	0	0	0	0	0	0	270		20.9	59	0	20.3	0	20.8	0	20.2	0
2016-02-09	"20:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	59	7.6	0	0	0	0	0	0	0	105		20.8	59	0	20.3	0	20.7	0	20.2	0
2016-02-09	"20:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	59	7.6	0	0	0	0	0	0	0	300		20.8	59	0	20.3	0	20.7	0	20.2	0
2016-02-09	"20:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	59	7.6	0	0	0	0	0	0	0	270		20.8	59	1	20.3	0	20.7	0	20.2	0
2016-02-09	"20:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	59	7.6	0	0	0	0	0	0	0	105		20.8	59	1	20.2	0	20.6	0	20.2	0
2016-02-09	"20:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	60	7.6	0	0	0	0	0	0	0	300		20.8	60	0	20.2	0	20.6	0	20.2	0
2016-02-09	"20:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	59	7.6	0	0	0	0	0	0	0	270		20.8	59	0	20.2	0	20.6	0	20.2	0
2016-02-09	"21:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	60	7.4	0	0	0	0	0	0	0	105		20.7	60	1	20.2	0	20.6	0	20.2	0
2016-02-09	"21:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.3	60	7.4	0	0	0	0	0	0	0	300		20.7	60	1	20.2	0	20.6	0	20.2	0
2016-02-09	"21:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.2	60	7.4	0	0	0	0	0	0	0	270		20.8	60	0	20.2	0	20.5	0	20.2	0
2016-02-09	"21:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.2	61	7.4	0	0	0	0	0	0	0	105		20.7	61	1	20.2	0	20.4	0	20.2	0
2016-02-09	"21:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.2	61	7.4	0	0	0	0	0	0	0	300		20.8	61	1	20.2	0	20.4	0	20.2	0
2016-02-09	"21:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.2	61	7.4	0	0	0	0	0	0	0	270		20.9	61	1	20.1	0	20.4	0	20.2	0
2016-02-09	"21:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.2	60	7.8	1	0	0	0	0	0	0	105		20.8	60	0	20.1	0	20.4	0	20.2	0
2016-02-09	"21:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.2	60	7.8	1	0	0	0	0	0	0	300		20.7	60	0	20.1	0	20.3	0	20.2	0
2016-02-09	"21:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20.2	61	7.8	1	0	0	0	0	0	0	270		20.7	61	0	20.1	0	20.3	0	20.2	0
2016-02-09	"21:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	61	7.8	1	0	0	0	0	0	0	105		20.8	61	0	19.9	0	20.3	0	20.2	0
2016-02-09	"21:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	60	7.8	1	0	0	0	0	0	0	300		20.8	60	0	19.9	0	20.3	0	20.2	0
2016-02-09	"21:55:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	60	7.8	1	0	0	0	0	0	0	270		20.8	60	0	19.9	0	20.3	0	20.2	0
2016-02-09	"22:00:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	60	7.5	1	0	0	0	0	0	0	105		20.9	60	0	19.9	0	20.3	0	20.2	0
2016-02-09	"22:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	60	7.5	1	0	0	0	0	0	0	300		20.9	60	0	19.9	0	20.3	0	20.2	0
2016-02-09	"22:10:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	60	7.5	1	0	0	0	0	0	0	270		20.9	60	0	19.9	0	20.3	0	20.2	0
2016-02-09	"22:15:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	61	7.5	1	0	0	0	0	0	0	105		20.9	61	0	19.9	0	20.3	0	20.2	0
2016-02-09	"22:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	62	7.5	1	0	0	0	0	0	0	300		20.9	62	0	19.8	0	20.3	0	20.2	0
2016-02-09	"22:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	62	7.5	1	0	0	0	0	0	0	270		20.9	62	0	19.8	0	20.3	0	20.1	0
2016-02-09	"22:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20	61	7.3	1	0	0	0	0	0	0	105		20.9	61	0	19.8	0	20.2	0	20.1	0
2016-02-09	"22:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20	62	7.3	1	0	0	0	0	0	0	300		20.9	62	0	19.8	0	20.2	1	20.1	0
2016-02-09	"22:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20	62	7.3	1	0	0	0	0	0	0	270		20.9	62	0	19.8	0	20.3	1	20.1	0
2016-02-09	"22:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20	62	7.3	1	0	0	0	0	0	0	105		20.8	62	0	19.8	0	20.3	0	20.1	0
2016-02-09	"22:50:00"	"auto"	"heatOff"	""	"Home"	26	20	20	62	7.3	1	0	0	0	0	0	0	300		20.8	62	0	19.8	0	20.3	0	20.1	0
2016-02-09	"22:55:00"	"auto"	"heatOff"	""	"Home"	26.5	19.4	20	62	7.3	1	0	0	0	0	0	0	270		20.8	62	0	19.8	0	20.3	0	20.1	0
2016-02-09	"23:00:00"	"auto"	"heatOff"	""	"Sleep"	27	19	20	62	7.8	1	0	0	0	0	0	0	105		20.7	62	1	19.8	0	20.3	0	20.1	0
2016-02-09	"23:05:00"	"auto"	"heatOff"	""	"Sleep"	27	19	20	63	7.8	1	0	0	0	0	0	0	300		20.7	63	0	19.8	0	20.3	1	20.1	0
2016-02-09	"23:10:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.9	63	7.8	1	0	0	0	0	0	0	270		20.7	63	0	19.7	0	20.2	1	20.1	0
2016-02-09	"23:15:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.9	62	7.8	1	0	0	0	0	0	0	105		20.7	62	0	19.7	0	20.2	0	20.1	0
2016-02-09	"23:20:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.9	62	7.8	1	0	0	0	0	0	0	300		20.6	62	0	19.7	0	20.2	0	20.1	0
2016-02-09	"23:25:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.9	62	7.8	1	0	0	0	0	0	0	270		20.6	62	0	19.7	0	20.2	0	20.1	0
2016-02-09	"23:30:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.9	62	7.8	1	0	0	0	0	0	0	105		20.6	62	0	19.6	0	20.2	0	20	0
2016-02-09	"23:35:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.8	62	7.8	1	0	0	0	0	0	0	300		20.6	62	0	19.6	0	20.1	0	19.9	0
2016-02-09	"23:40:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.8	63	7.8	1	0	0	0	0	0	0	270		20.6	63	0	19.6	0	20.1	0	19.9	0
2016-02-09	"23:45:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.8	61	7.8	1	0	0	0	0	0	0	105		20.5	61	0	19.6	0	20.1	0	19.9	0
2016-02-09	"23:50:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.8	62	7.8	1	0	0	0	0	0	0	300		20.5	62	0	19.6	0	20	0	19.9	0
2016-02-09	"23:55:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.8	62	7.8	1	0	0	0	0	0	0	270		20.5	62	0	19.4	0	19.9	0	19.9	0
2016-02-10	"00:00:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.8	61	7.7	1	0	0	0	0	0	0	105		20.4	61	0	19.4	0	19.9	0	19.9	0
2016-02-10	"00:05:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.7	62	7.7	1	0	0	0	0	0	0	300		20.4	62	0	19.4	0	19.9	0	19.9	0
2016-02-10	"00:10:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.7	63	7.7	1	0	0	0	0	0	0	270		20.5	63	0	19.4	0	19.8	0	19.9	0
2016-02-10	"00:15:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.7	61	7.7	1	0	0	0	0	0	0	105		20.4	61	0	19.3	0	19.8	0	19.9	0
2016-02-10	"00:20:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.7	62	7.7	1	0	0	0	0	0	0	300		20.4	62	0	19.3	0	19.8	0	19.9	0
2016-02-10	"00:25:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.7	62	7.7	1	0	0	0	0	0	0	270		20.4	62	0	19.3	0	19.8	0	19.9	0
2016-02-10	"00:30:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.7	61	6.1	0	0	0	0	0	0	0	105		20.4	61	0	19.3	0	19.8	0	19.9	0
2016-02-10	"00:35:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.7	61	6.1	0	0	0	0	0	0	0	300		20.4	61	0	19.3	0	19.8	0	19.9	0
2016-02-10	"00:40:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.7	62	6.1	0	0	0	0	0	0	0	270		20.4	62	0	19.3	0	19.8	0	19.9	0
2016-02-10	"00:45:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.6	61	6.1	0	0	0	0	0	0	0	105		20.4	61	0	19.3	0	19.8	0	19.9	0
2016-02-10	"00:50:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.6	61	6.1	0	0	0	0	0	0	0	300		20.3	61	0	19.3	0	19.7	0	19.8	0
2016-02-10	"00:55:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.6	61	6.1	0	0	0	0	0	0	0	270		20.4	61	0	19.2	0	19.7	0	19.9	0
2016-02-10	"01:00:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.6	61	6.9	0	0	0	0	0	0	0	105		20.3	61	0	19.2	0	19.7	0	19.8	0
2016-02-10	"01:05:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.6	61	6.9	0	0	0	0	0	0	0	300		20.3	61	0	19.2	0	19.7	0	19.8	0
